"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","credit_length"
5000," 36 months",14.27,10,"OWN",115000,"verified",1314835200000,"home_improvement","FL",8.99,0,91.3,52,0,19
10000," 60 months",15.65,6,"MORTGAGE",95000,"verified",1.29384e+12,"debt_consolidation","FL",17.84,0,21.3,19,0,11
35000," 60 months",17.49,1,"MORTGAGE",110000,"verified",1312156800000,"small_business","NY",13.53,0,44.1,31,0,18
10800," 36 months",12.21,0,"RENT",30000,"verified",1.241136e+12,"small_business","NY",0.4,0,0.4,12,0,5
30000," 60 months",21.74,3,"RENT",324996,"verified",1306886400000,"other","CO",8.3,0,0,42,0,15
2400," 36 months",13.49,1,"RENT",50000,"not verified",1312156800000,"debt_consolidation","CA",7.13,0,66.1,11,0,5
4800," 60 months",17.88,4,"MORTGAGE",72000,"verified",1.301616e+12,"credit_card","MO",14.32,0,45.2,16,0,4
4750," 36 months",9.25,0,"RENT",39996,"not verified",1.29384e+12,"debt_consolidation","OH",20.07,0,62.5,6,0,6
10000," 36 months",5.79,10,"RENT",75000,"not verified",1288569600000,"debt_consolidation","NY",13.61,0,13.8,17,0,19
8000," 36 months",12.61,5,"RENT",31416,"verified",1291161600000,"major_purchase","CA",13.87,0,39.8,9,0,8
15000," 36 months",11.03,5,"MORTGAGE",67200,"not verified",1204329600000,"debt_consolidation","FL",15.5,0,46.2,17,1,7
1800," 36 months",12.61,0,"MORTGAGE",36000,"verified",1291161600000,"other","SC",6.3,0,36.9,20,0,4
10800," 36 months",7.49,2,"RENT",119000,"not verified",1309478400000,"credit_card","CA",3.14,0,45.6,18,0,16
25000," 36 months",13.11,0,"RENT",106000,"verified",1.272672e+12,"major_purchase","NJ",8.42,0,76.3,16,1,11
2500," 36 months",9.63,3,"MORTGAGE",36000,"not verified",1.241136e+12,"home_improvement","LA",22.1,0,46.1,16,0,11
14000," 36 months",6.03,8,"MORTGAGE",75000,"not verified",1317427200000,"debt_consolidation","AR",13.57,0,20.5,29,0,8
15000," 36 months",13.16,9,"MORTGAGE",31000,"verified",1.241136e+12,"debt_consolidation","GA",13.16,0,70.3,8,0,18
4900," 36 months",9.91,8,"RENT",43000,"not verified",1317427200000,"major_purchase","CA",14.37,0,82.7,15,0,10
20000," 60 months",16.45,2,"MORTGAGE",52000,"verified",1283299200000,"home_improvement","NY",21.72,0,59.8,12,0,6
19500," 60 months",9.99,6,"MORTGAGE",45000,"verified",1291161600000,"debt_consolidation","AL",10.29,0,36.1,25,0,11
7800," 36 months",12.69,0,"RENT",45000,"verified",1317427200000,"debt_consolidation","NY",9.39,0,66.8,12,0,4
8000," 60 months",13.06,2,"RENT",135996,"verified",1.301616e+12,"other","AL",6.1,1,84.7,11,1,24
13800," 60 months",12.69,10,"MORTGAGE",86400,"verified",1317427200000,"small_business","CA",1.18,0,23.2,14,0,8
8000," 60 months",14.17,3,"RENT",40320,"verified",1298937600000,"major_purchase","OH",13.1,0,38.7,13,0,5
7200," 36 months",9.63,4,"RENT",40000,"not verified",1233446400000,"credit_card","FL",20.07,0,68.3,13,0,29
35000," 60 months",20.99,2,"MORTGAGE",350000,"verified",1312156800000,"home_improvement","CT",12.95,1,43.4,30,0,20
6000," 36 months",11.48,10,"MORTGAGE",60380,"not verified",1254355200000,"credit_card","NY",18.2,0,74.4,36,0,16
2000," 36 months",13.47,10,"RENT",19632,"not verified",1.238544e+12,"other","OR",16.32,0,72,7,0,6
2500," 36 months",15.99,10,"MORTGAGE",60000,"verified",1312156800000,"debt_consolidation","NY",19.1,0,90.8,29,0,12
1500," 36 months",12.42,0,"RENT",80000,"not verified",1320105600000,"moving","NY",13.39,0,45.1,14,0,5
12000," 60 months",20.62,6,"RENT",56000,"verified",1.304208e+12,"debt_consolidation","CA",15.06,0,86,9,0,5
10000," 36 months",13.55,3,"RENT",1e+05,"not verified",1204329600000,"credit_card","CA",7.94,0,57.7,14,0,6
25975," 60 months",14.79,10,"MORTGAGE",72702.24,"verified",1312156800000,"debt_consolidation","GA",24.94,0,68.7,22,0,29
10000," 36 months",6.54,0,"RENT",75000,"not verified",1285891200000,"debt_consolidation","CA",18.27,0,50.1,31,0,15
8500," 36 months",7.14,10,"MORTGAGE",41500,"verified",1280620800000,"debt_consolidation","FL",15.73,0,29.3,17,0,29
7000," 36 months",7.88,2,"RENT",43000,"verified",1277942400000,"credit_card","AZ",9.74,0,46.8,10,0,7
5000," 36 months",19.16,3,"MORTGAGE",52000,"verified",1243814400000,"small_business","GA",22.59,0,81.1,25,1,9
12000," 36 months",13.57,10,"MORTGAGE",98004,"verified",1259625600000,"debt_consolidation","GA",0.18,0,7.9,20,0,16
4750," 36 months",7.88,0,"OWN",18000,"not verified",1.272672e+12,"car","GA",21.6,0,32.4,16,1,8
1200," 60 months",15.58,9,"MORTGAGE",24000,"not verified",1280620800000,"debt_consolidation","NY",0,0,0,4,1,18
35000," 36 months",7.9,5,"MORTGAGE",125000,"verified",1320105600000,"debt_consolidation","MO",11.79,0,45,28,0,12
4800," 60 months",7.29,1,"MORTGAGE",30000,"not verified",1.301616e+12,"home_improvement","FL",21.48,0,6.5,11,0,10
1000," 36 months",16.32,4,"OWN",22320,"not verified",1291161600000,"renewable_energy","CA",20.65,0,99.3,5,0,6
10000," 36 months",8.59,0,"RENT",36000,"verified",1251763200000,"other","CA",16,0,24.9,17,0,14
4000," 36 months",12.98,5,"MORTGAGE",80000,"not verified",1291161600000,"medical","AK",12.2,0,80.8,7,0,4
11000," 36 months",9.25,2,"RENT",45000,"not verified",1285891200000,"debt_consolidation","WV",19.28,1,23.2,26,0,22
5100," 36 months",14.5,2,"RENT",45000,"verified",1.2096e+12,"debt_consolidation","TX",26.4,0,41.4,46,0,11
12250," 36 months",10.74,4,"RENT",36000,"verified",1296518400000,"debt_consolidation","NY",23.53,1,43.1,14,0,11
6400," 36 months",14.75,3,"RENT",28000,"not verified",1217548800000,"medical","MI",12.47,0,5.3,10,0,4
21000," 36 months",13.92,6,"OWN",68000,"verified",1259625600000,"other","GA",17.95,0,80.7,14,1,13
7000," 36 months",10.62,1,"RENT",30000,"not verified",1.272672e+12,"car","CT",4.24,0,86.8,14,0,9
14000," 60 months",11.99,3,"MORTGAGE",73000,"verified",1312156800000,"major_purchase","MD",12.66,0,77.3,12,0,16
14125," 36 months",16.96,2,"RENT",45000,"not verified",1217548800000,"other","MA",18.8,0,60.9,15,0,7
12000," 36 months",12.18,8,"RENT",110000,"not verified",1.262304e+12,"other","NY",3.64,2,6.9,15,0,14
6000," 36 months",6.76,7,"OWN",45000,"verified",1283299200000,"debt_consolidation","DC",17.15,0,28,30,0,15
6000," 36 months",12.18,10,"RENT",45000,"not verified",1249084800000,"credit_card","RI",14.43,0,88,14,0,13
12000," 36 months",10.99,5,"MORTGAGE",115800,"verified",1.304208e+12,"debt_consolidation","GA",14.15,0,75.1,38,0,13
15000," 36 months",9.25,3,"MORTGAGE",61104,"verified",1288569600000,"home_improvement","SC",15.38,0,0.1,31,0,13
5000," 36 months",5.42,10,"MORTGAGE",50000,"not verified",1.304208e+12,"home_improvement","FL",10.3,0,60.1,23,1,28
10800," 60 months",16.77,2,"RENT",23000,"verified",1322697600000,"debt_consolidation","TX",11.22,0,64.2,10,0,6
10625," 36 months",11.14,4,"RENT",117000,"verified",1306886400000,"debt_consolidation","CA",6.33,1,29.9,25,0,11
9000," 36 months",5.99,4,"MORTGAGE",76000,"not verified",1.304208e+12,"credit_card","GA",9.08,0,31,29,0,13
9000," 36 months",12.73,3,"MORTGAGE",130000,"not verified",1.272672e+12,"debt_consolidation","CA",6.21,0,65.7,12,0,6
2500," 60 months",18.17,0,"RENT",52000,"verified",1291161600000,"moving","CA",6.72,0,99.7,14,0,10
20000," 60 months",9.99,2,"MORTGAGE",87500,"verified",1314835200000,"debt_consolidation","FL",14.21,0,15,25,0,34
7000," 36 months",13.92,3,"OWN",65000,"not verified",1259625600000,"major_purchase","NJ",9.47,0,44.4,6,0,5
3000," 36 months",13.23,4,"OWN",28000,"verified",1283299200000,"small_business","MI",15.6,0,21.1,25,0,15
20000," 36 months",13.79,5,"RENT",72000,"verified",1235865600000,"debt_consolidation","OR",20.1,0,45.2,26,0,7
20000," 36 months",14.84,2,"RENT",93400,"verified",1280620800000,"wedding","CT",5.34,0,35.4,16,0,4
12000," 36 months",15.27,2,"MORTGAGE",170000,"verified",1317427200000,"other","GA",17.91,0,66.3,36,1,13
17000," 60 months",19.03,3,"RENT",78050,"not verified",1322697600000,"debt_consolidation","VA",16.84,0,89.2,42,1,14
7000," 36 months",9.45,1,"MORTGAGE",93000,"not verified",1.201824e+12,"other","GA",10.86,0,32.9,16,1,12
1850," 36 months",10.74,1,"OWN",48000,"not verified",1.301616e+12,"car","TX",5.1,2,24.3,45,1,14
11000," 36 months",10.36,5,"RENT",42000,"not verified",1288569600000,"debt_consolidation","OK",17.54,0,79.1,5,0,7
14500," 36 months",13.98,4,"RENT",35000,"not verified",1280620800000,"credit_card","LA",20.5,0,70.1,17,0,9
7200," 36 months",6.92,1,"RENT",93000,"verified",1298937600000,"debt_consolidation","VA",6.71,1,17.4,24,0,17
12000," 36 months",15.33,10,"MORTGAGE",1e+05,"not verified",1.262304e+12,"debt_consolidation","MO",20.48,1,60.9,36,0,22
3600," 36 months",5.99,3,"RENT",36000,"not verified",1309478400000,"credit_card","CA",4.67,0,81.5,7,0,12
15175," 36 months",21.74,10,"RENT",75000,"verified",1306886400000,"credit_card","NJ",21.82,0,70.6,36,0,12
9000," 36 months",7.9,5,"MORTGAGE",59000,"verified",1322697600000,"debt_consolidation","CA",12.26,0,91.3,12,0,13
12000," 60 months",11.11,9,"RENT",62500,"verified",1.301616e+12,"car","VA",9.62,0,40.3,22,0,7
5000," 36 months",11.26,1,"OWN",16090.39,"not verified",1246406400000,"debt_consolidation","WV",11.93,0,32.4,15,0,19
3425," 36 months",6.17,0,"OWN",30000,"not verified",1.29384e+12,"major_purchase","OH",3.44,0,2.8,11,0,9
1000," 36 months",13.49,NA,"MORTGAGE",1e+05,"not verified",1314835200000,"major_purchase","CA",4.49,1,40.6,24,1,15
1500," 36 months",12.53,2,"RENT",44004,"not verified",1228089600000,"other","VA",20.75,0,21.9,18,1,11
7400," 36 months",9.76,8,"RENT",69000,"not verified",1.201824e+12,"debt_consolidation","CA",12.57,0,31.6,17,0,10
5000," 36 months",16.32,4,"RENT",70000,"verified",1246406400000,"debt_consolidation","CA",16.75,0,95.1,13,0,4
20000," 60 months",12.42,10,"MORTGAGE",80000,"verified",1320105600000,"debt_consolidation","RI",6.36,0,23.4,28,0,21
16000," 60 months",9.62,4,"MORTGAGE",60000,"verified",1.29384e+12,"debt_consolidation","NY",17.32,0,30.1,22,1,15
4000," 36 months",7.51,6,"RENT",110000,"not verified",1314835200000,"debt_consolidation","CA",22.07,0,87.6,40,1,21
9600," 60 months",15.65,10,"RENT",81000,"verified",1298937600000,"debt_consolidation","NY",19.38,0,81.5,61,1,23
25000," 60 months",13.98,6,"MORTGAGE",110000,"verified",1275350400000,"credit_card","MA",10.77,1,30.1,33,0,22
29700," 60 months",12.69,10,"MORTGAGE",78000,"verified",1314835200000,"credit_card","SC",19.72,0,32.8,48,1,17
20000," 36 months",19.04,8,"MORTGAGE",108000,"verified",1285891200000,"credit_card","NJ",15.39,0,42.1,35,1,18
6950," 36 months",14.42,0,"RENT",25000,"verified",1233446400000,"credit_card","NH",18,0,44.6,12,1,11
12000," 60 months",13.43,5,"MORTGAGE",119000,"verified",1298937600000,"debt_consolidation","NC",15.81,0,39.8,38,0,15
15000," 36 months",14.26,7,"RENT",60132,"verified",1.262304e+12,"debt_consolidation","MA",8.94,0,64.3,6,0,7
5200," 36 months",13.48,10,"RENT",39000,"not verified",1.27008e+12,"other","NY",14.74,0,43.3,11,0,8
17500," 60 months",20.99,3,"RENT",45000,"verified",1312156800000,"debt_consolidation","NY",11.09,0,98.4,7,1,9
17000," 36 months",14.27,10,"MORTGAGE",74000,"verified",1317427200000,"debt_consolidation","CA",8.53,1,69.2,39,0,18
20400," 60 months",17.49,4,"MORTGAGE",85000,"verified",1.304208e+12,"home_improvement","NY",2.29,0,82.8,27,0,22
3600," 36 months",10.37,5,"MORTGAGE",48000,"verified",1296518400000,"home_improvement","RI",16.02,0,41.7,18,0,13
8000," 36 months",12.21,1,"RENT",35000,"not verified",1.241136e+12,"small_business","OH",1.3,0,36.8,8,0,5
4000," 60 months",17.99,10,"MORTGAGE",50220,"verified",1306886400000,"car","MA",12.52,0,73.1,22,0,12
12225," 36 months",7.49,4,"MORTGAGE",154000,"verified",1306886400000,"debt_consolidation","FL",12.03,0,23,23,0,27
6000," 60 months",11.49,1,"MORTGAGE",75000,"not verified",1275350400000,"other","CA",13.66,0,79.5,16,0,10
16000," 36 months",7.9,6,"MORTGAGE",68000,"verified",1320105600000,"debt_consolidation","CO",20.84,1,38.5,11,0,15
2500," 60 months",14.91,3,"RENT",34800,"verified",1.29384e+12,"car","AZ",21.17,1,87,21,0,8
13000," 36 months",9.91,10,"RENT",50000,"not verified",1322697600000,"debt_consolidation","NY",17.3,0,30.7,25,1,10
20000," 36 months",11.11,4,"MORTGAGE",83000,"verified",1.29384e+12,"credit_card","LA",19.91,0,69.3,29,0,29
16000," 36 months",11.89,1,"MORTGAGE",78000,"verified",1249084800000,"major_purchase","WA",5.23,0,44.8,13,0,10
14000," 36 months",16.29,6,"OWN",70000,"verified",1320105600000,"credit_card","CA",12.26,0,95.7,12,0,11
18000," 36 months",13.48,10,"MORTGAGE",95000,"not verified",1267401600000,"credit_card","MI",19.71,0,37.9,29,0,16
3000," 36 months",10.25,1,"MORTGAGE",25000,"not verified",1.27008e+12,"other","AL",19.15,0,11.8,8,0,11
2500," 36 months",14.72,0,"RENT",45000,"not verified",1280620800000,"medical","FL",16.56,0,55.3,21,1,18
8000," 36 months",18.43,7,"MORTGAGE",1e+05,"verified",1251763200000,"other","CA",24.55,0,89.8,38,0,12
1600," 36 months",13.72,0,"OWN",16800,"not verified",1291161600000,"debt_consolidation","KS",20.86,1,65.5,13,0,6
4800," 36 months",13.98,4,"RENT",45000,"verified",1275350400000,"major_purchase","CA",9.47,0,0,3,0,15
4800," 36 months",11.86,NA,"RENT",23448,"verified",1283299200000,"car","MD",0.51,0,7.8,3,0,3
2200," 36 months",8.9,4,"MORTGAGE",50000,"not verified",1322697600000,"home_improvement","FL",21.65,0,65.7,30,1,10
13750," 36 months",15.31,1,"RENT",27036,"not verified",1254355200000,"small_business","NY",15.53,0,1.8,14,0,5
13000," 60 months",12.42,10,"MORTGAGE",85000,"not verified",1314835200000,"credit_card","CT",18.92,0,29.2,63,0,23
4000," 60 months",15.21,0,"RENT",24000,"verified",1280620800000,"debt_consolidation","NY",6.7,0,20.2,6,1,7
2150," 60 months",14.83,0,"RENT",120000,"not verified",1291161600000,"debt_consolidation","NY",6.16,0,57.9,6,0,8
15000," 36 months",8.94,0,"RENT",40000,"not verified",1259625600000,"major_purchase","NY",20.4,0,9,18,0,17
8500," 36 months",11.26,4,"RENT",25000,"not verified",1.241136e+12,"debt_consolidation","CA",18.82,0,47.2,7,0,8
25000," 60 months",13.61,3,"MORTGAGE",75000,"verified",1275350400000,"debt_consolidation","IL",16.72,0,32.4,28,0,18
25000," 60 months",13.23,3,"MORTGAGE",90000,"verified",1275350400000,"small_business","NM",10.79,0,25.6,27,0,6
17000," 60 months",10.59,0,"RENT",83500,"verified",1312156800000,"debt_consolidation","CA",15.56,0,42.5,18,0,29
14700," 36 months",7.88,5,"MORTGAGE",91000,"verified",1267401600000,"debt_consolidation","TX",19.91,0,22.1,25,0,12
12900," 60 months",22.74,4,"MORTGAGE",72000,"verified",1314835200000,"debt_consolidation","VA",14.62,0,87.1,23,1,12
6000," 36 months",9.99,NA,"MORTGAGE",59760,"not verified",1285891200000,"debt_consolidation","CO",17.86,0,53.8,13,0,11
20800," 60 months",10.65,5,"MORTGAGE",41000,"verified",1320105600000,"debt_consolidation","CT",14.66,0,29.4,18,0,16
5500," 60 months",17.49,10,"RENT",39996,"not verified",1.304208e+12,"debt_consolidation","VA",6.99,0,77.3,14,0,11
25000," 60 months",18.17,5,"RENT",120000,"verified",1291161600000,"debt_consolidation","CA",15.76,0,88.9,33,1,12
6000," 36 months",7.49,2,"OWN",29553,"not verified",1314835200000,"major_purchase","NY",8.81,0,31.9,16,0,13
5000," 36 months",14.84,0,"RENT",98004,"not verified",1.272672e+12,"other","AZ",11.63,0,64.6,10,0,22
9600," 36 months",14.46,6,"RENT",52000,"verified",1285891200000,"credit_card","CA",11.35,0,73,13,0,8
8000," 36 months",7.49,10,"MORTGAGE",112992,"not verified",1.304208e+12,"car","GA",18.25,0,59.6,25,0,24
8000," 36 months",15.7,2,"MORTGAGE",31200,"not verified",1.27008e+12,"home_improvement","NH",22.85,1,14.4,11,0,6
6250," 36 months",13.72,3,"RENT",24000,"not verified",1288569600000,"credit_card","NJ",18.45,0,71.9,14,0,4
1800," 36 months",5.42,10,"RENT",35000,"not verified",1306886400000,"major_purchase","MA",12.86,0,19,28,0,13
15000," 36 months",11.71,10,"MORTGAGE",1e+05,"verified",1317427200000,"debt_consolidation","CA",16.76,3,38.2,32,0,30
8000," 36 months",7.51,4,"MORTGAGE",115000,"not verified",1275350400000,"major_purchase","OH",6.2,0,25,46,0,30
2500," 36 months",14.96,2,"MORTGAGE",85000,"not verified",1.262304e+12,"other","TX",11.21,0,31.9,19,1,6
9800," 36 months",13.22,0,"MORTGAGE",58800,"verified",1259625600000,"major_purchase","NJ",5.88,0,35.9,21,0,7
12000," 36 months",14.11,4,"MORTGAGE",81000,"not verified",1246406400000,"debt_consolidation","CA",9.97,0,54.2,28,0,9
3600," 36 months",11.71,4,"RENT",52000,"not verified",1320105600000,"debt_consolidation","FL",18.07,0,55.8,31,0,14
6000," 36 months",13.23,0,"MORTGAGE",50000,"not verified",1277942400000,"debt_consolidation","OH",17.16,0,66,27,1,16
20000," 36 months",11.71,0,"RENT",43000,"verified",1320105600000,"credit_card","NY",18.2,0,84.2,18,1,15
8000," 36 months",11.11,9,"RENT",39860,"verified",1298937600000,"debt_consolidation","NY",11.08,0,76.6,16,0,13
10000," 36 months",14.22,3,"MORTGAGE",39500,"verified",1.272672e+12,"debt_consolidation","FL",16.1,0,58.3,12,0,5
13000," 36 months",11.71,9,"RENT",83195,"verified",1317427200000,"debt_consolidation","NJ",16.2,0,58.8,33,0,14
5000," 36 months",10.37,4,"RENT",36000,"verified",1298937600000,"small_business","FL",15.23,0,47.3,10,1,17
18000," 36 months",9.88,5,"MORTGAGE",85000,"not verified",1.27008e+12,"major_purchase","NJ",1.84,0,0.4,27,0,11
25000," 60 months",13.23,10,"MORTGAGE",3e+05,"verified",1275350400000,"debt_consolidation","GA",5.49,0,63.4,24,0,16
7600," 36 months",6.62,3,"OWN",28000,"verified",1317427200000,"wedding","TX",18.94,0,27.1,15,0,10
24000," 60 months",17.49,10,"RENT",90000,"verified",1306886400000,"debt_consolidation","CA",6.72,0,41.7,30,0,17
8500," 36 months",11.58,10,"MORTGAGE",99473,"verified",1243814400000,"educational","MS",18.87,0,16.6,27,0,23
25000," 36 months",10.59,2,"MORTGAGE",100596,"verified",1.304208e+12,"debt_consolidation","PA",7.93,0,38.5,12,0,12
10000," 36 months",14.22,8,"RENT",30500,"not verified",1.27008e+12,"debt_consolidation","NJ",12.24,0,83.3,6,0,12
2500," 36 months",11.83,5,"OWN",184000,"not verified",1259625600000,"home_improvement","MD",8.45,1,39.9,19,0,14
20000," 60 months",16.89,10,"MORTGAGE",225000,"not verified",1306886400000,"other","CA",10.99,0,57.4,32,1,23
6000," 36 months",7.68,10,"OWN",75000,"not verified",1.201824e+12,"other","NY",2.54,0,2.8,64,0,18
16800," 60 months",16.11,5,"MORTGAGE",58764,"verified",1306886400000,"debt_consolidation","VA",16.36,0,38.7,28,1,12
3500," 36 months",12.87,1,"RENT",74000,"verified",1257033600000,"other","HI",9.34,0,84.1,24,0,8
27500," 60 months",15.23,9,"MORTGAGE",77318,"verified",1309478400000,"small_business","NC",18.89,0,12.2,23,1,13
8000," 36 months",10.99,5,"OWN",37000,"verified",1309478400000,"car","GA",9.21,0,0,10,0,6
30000," 36 months",19.91,0,"MORTGAGE",225000,"verified",1317427200000,"major_purchase","MA",6.29,0,52.3,17,0,20
4200," 36 months",13.12,1,"RENT",10000,"not verified",1191196800000,"car","NY",10.68,0,58.8,4,0,1
24000," 60 months",17.06,8,"MORTGAGE",72000,"not verified",1.29384e+12,"debt_consolidation","MO",17.7,0,69.3,41,0,20
15600," 36 months",17.27,10,"MORTGAGE",87000,"verified",1314835200000,"debt_consolidation","MI",7.78,2,48.6,19,1,10
1775," 36 months",7.49,3,"MORTGAGE",55000,"not verified",1309478400000,"debt_consolidation","AR",21.36,0,16.5,13,0,14
25000," 36 months",9.99,0,"RENT",75600,"verified",1285891200000,"credit_card","NY",3.57,0,21.2,15,0,8
6000," 36 months",6.03,10,"MORTGAGE",90000,"verified",1317427200000,"car","NY",7.08,0,8.6,22,0,13
14500," 36 months",12.53,10,"RENT",28000,"not verified",1259625600000,"debt_consolidation","PA",15.13,0,68.4,13,0,13
6000," 36 months",13.12,1,"RENT",60000,"not verified",1193875200000,"house","NM",1.02,0,41.5,4,0,1
12000," 36 months",11.58,6,"MORTGAGE",95004,"not verified",1.241136e+12,"moving","CA",3.57,0,39.4,13,0,6
11200," 36 months",7.66,3,"MORTGAGE",92000,"verified",1296518400000,"debt_consolidation","AL",11.3,0,64.8,27,0,10
18800," 60 months",21.28,7,"RENT",75000,"verified",1322697600000,"debt_consolidation","NY",11.73,0,93.1,9,1,11
20000," 36 months",7.9,2,"RENT",54000,"verified",1314835200000,"debt_consolidation","FL",16.53,0,22.1,19,0,6
10000," 36 months",13.24,4,"RENT",66000,"not verified",1.207008e+12,"major_purchase","DC",9.13,1,40.9,9,1,8
6000," 36 months",7.51,10,"MORTGAGE",122000,"not verified",1.262304e+12,"credit_card","NY",1.46,0,49.6,17,0,13
2100," 36 months",14.72,1,"RENT",34800,"verified",1277942400000,"debt_consolidation","HI",11.86,0,83,12,0,5
24000," 36 months",11.36,10,"MORTGAGE",126000,"not verified",1.262304e+12,"other","NY",24.7,0,79.9,28,0,26
750," 36 months",12.29,0,"RENT",19000,"not verified",1.201824e+12,"credit_card","CO",24,0,84.9,8,0,8
22400," 36 months",16,7,"RENT",78000,"not verified",1.262304e+12,"debt_consolidation","TX",19.34,0,66,34,0,11
7500," 36 months",11.03,5,"MORTGAGE",85000,"verified",1212278400000,"credit_card","WA",21.91,0,84,52,0,14
8000," 36 months",10,10,"MORTGAGE",50000,"verified",1298937600000,"home_improvement","GA",18.98,0,49.2,25,0,14
4800," 36 months",15.99,1,"OWN",27996,"not verified",1.304208e+12,"debt_consolidation","KS",7.29,0,84.9,8,0,4
5000," 36 months",7.14,10,"MORTGAGE",110000,"verified",1283299200000,"debt_consolidation","CA",1.16,0,2,36,0,26
7500," 60 months",11.86,3,"MORTGAGE",74880,"not verified",1280620800000,"car","CO",8.13,0,0,24,0,22
7200," 36 months",14.22,0,"RENT",82500,"not verified",1.272672e+12,"other","CA",2.02,1,42.4,10,0,9
12000," 36 months",7.88,5,"MORTGAGE",52000,"not verified",1285891200000,"debt_consolidation","PA",22.02,0,60.5,28,0,13
10000," 60 months",15.65,8,"RENT",30000,"verified",1296518400000,"debt_consolidation","CA",16.68,0,53.7,11,0,9
9600," 60 months",17.51,3,"RENT",65000,"verified",1296518400000,"small_business","CA",2.71,0,1.7,4,1,10
6000," 60 months",13.98,10,"MORTGAGE",34464,"not verified",1277942400000,"other","OK",7.31,0,33.1,29,0,14
13650," 60 months",17.8,0,"RENT",50000,"verified",1288569600000,"credit_card","NY",15.22,0,41.6,21,0,13
15850," 60 months",14.79,4,"RENT",96772,"verified",1.304208e+12,"major_purchase","VA",17.91,0,68,24,0,14
20000," 36 months",16.7,0,"MORTGAGE",120000,"not verified",1257033600000,"debt_consolidation","CA",3.88,0,99,23,0,12
15000," 36 months",15.99,10,"OWN",74000,"verified",1.304208e+12,"debt_consolidation","FL",7.7,0,47.1,17,1,23
12000," 60 months",13.98,10,"MORTGAGE",68000,"not verified",1280620800000,"medical","NJ",12.46,0,19.5,17,0,16
4000," 60 months",11.49,NA,"RENT",15000,"not verified",1285891200000,"other","OH",0,0,0,43,1,35
12000," 36 months",15.27,5,"MORTGAGE",102000,"verified",1317427200000,"home_improvement","TX",4.18,2,26,31,0,28
8000," 36 months",19.42,0,"MORTGAGE",50000,"verified",1320105600000,"home_improvement","FL",17.54,0,99.8,5,0,13
6000," 60 months",16.45,10,"MORTGAGE",48000,"not verified",1.272672e+12,"debt_consolidation","CT",19.85,0,80.2,29,1,12
25000," 36 months",13.22,10,"RENT",55164,"not verified",1.262304e+12,"house","NY",0,0,0,4,0,11
9600," 36 months",9.62,2,"MORTGAGE",55000,"verified",1288569600000,"credit_card","MI",9.19,0,61.8,9,0,6
12000," 36 months",12.53,6,"RENT",78000,"verified",1251763200000,"debt_consolidation","NJ",18.89,0,59.6,18,0,19
8000," 36 months",9.32,6,"MORTGAGE",49716,"verified",1.238544e+12,"other","DE",14.99,0,21.9,31,0,10
12500," 36 months",7.9,3,"MORTGAGE",32500,"not verified",1317427200000,"credit_card","CT",24.15,0,84.7,10,0,14
10000," 36 months",9.63,10,"MORTGAGE",58500,"not verified",1243814400000,"other","MI",24.57,0,37.5,32,1,24
7000," 36 months",8.63,10,"MORTGAGE",85000,"not verified",1.207008e+12,"wedding","CA",18.52,0,27,33,0,18
9000," 36 months",10.99,2,"MORTGAGE",125555,"not verified",1267401600000,"home_improvement","VA",13.32,0,81.2,58,0,21
3000," 36 months",10,6,"RENT",32400,"not verified",1.301616e+12,"debt_consolidation","CA",21.33,0,94.3,7,0,15
25000," 36 months",14.61,5,"MORTGAGE",120000,"verified",1254355200000,"educational","FL",0.24,0,2.7,10,0,5
9500," 36 months",11.83,10,"MORTGAGE",55000,"not verified",1249084800000,"debt_consolidation","OH",13.7,0,61.7,36,0,16
5000," 36 months",13.12,0,"RENT",15000,"not verified",1193875200000,"debt_consolidation","NY",8.72,1,46.3,10,1,4
1750," 36 months",10.95,0,"RENT",17000,"not verified",1246406400000,"other","GA",23.65,0,25.6,12,0,35
4000," 36 months",8.9,10,"RENT",62500,"not verified",1317427200000,"debt_consolidation","MO",15.84,1,69.1,19,0,10
6000," 36 months",12.73,2,"MORTGAGE",30288,"not verified",1267401600000,"other","VA",5.67,0,17.8,9,0,5
29000," 60 months",19.69,8,"MORTGAGE",115000,"verified",1312156800000,"debt_consolidation","TX",14.85,0,94,26,0,22
16000," 36 months",13.47,4,"RENT",63564,"verified",1243814400000,"debt_consolidation","AZ",24.09,0,81.5,34,0,12
28000," 60 months",19.91,10,"RENT",52000,"verified",1322697600000,"debt_consolidation","TX",20.7,0,87.6,16,1,23
6800," 36 months",14.84,1,"RENT",60000,"verified",1283299200000,"debt_consolidation","MA",9.22,1,2.6,16,0,7
12000," 36 months",16.29,2,"MORTGAGE",133000,"verified",1314835200000,"car","WI",12.03,0,74.8,33,1,14
14400," 36 months",11.22,1,"RENT",90000,"not verified",1196467200000,"credit_card","MA",15,0,72.4,17,0,5
8000," 36 months",14.35,10,"MORTGAGE",110000,"verified",1285891200000,"home_improvement","IL",14.28,0,74.6,38,0,16
18000," 36 months",13.48,2,"RENT",50000,"verified",1.272672e+12,"debt_consolidation","CA",23.18,0,90.6,43,0,22
20000," 36 months",10.99,8,"RENT",75000,"verified",1.27008e+12,"debt_consolidation","NY",20.91,0,76.1,30,1,14
